Column1;Column2;Column3;Column4;Column5;Column6
ARKEOLOJÝK KALINTI;KADIKÖY;BOSTANCI;;40.9583172;29.0968982
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;YENÝÞEHÝR;;41.049433;28.944783
KAPI VE DUVAR;FATÝH;KEMALPAÞA;;41.0117739;28.9550479
NAFÝ BABA MEZARLIÐI;SARIYER;RUMELÝ HÝSARI;OSMANLI;41.0867129;29.0522984
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
ÇADIR KÖÞKÜ;KAÐITHANE;MERKEZ;OSMANLI;41.0476667;29.0133972
MARMARA SURLARI - 65. KULE;FATÝH;AKSARAY;BÝZANS;41.0314994;28.9362899
AHÞAP EV;BAKIRKÖY;SAKIZAÐACI;;40.993513;28.784624
AZÝZÝYE HAMAMI;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9940294;29.0261123
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SOFU BABA TÜRBESÝ;BEYOÐLU;CÝHANGÝR;OSMANLI;41.0332689;28.987311
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;;41.049433;28.944783
BAHÇE ÝHATA DUVARI;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;VÝÞNEZADE;;41.0415031;28.9987081
GÜMÜÞYAN EVÝ;ADALAR;MADEN;OSMANLI;41.17823;29.04141
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KATÝP KASIM;OSMANLI;41.0048204;28.9550479
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0361216;29.0372643
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
AHÞAP EV;ÜSKÜDAR;MÝMAR SÝNAN;OSMANLI;41.0338085;29.03165
ÝÞYERÝ;FATÝH;RÜSTEMPAÞA;OSMANLI;41.015386;28.959495
AHÞAP EV;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;MÜEYYETZADE;OSMANLI;41.049433;28.944783
DUVAR;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;YILDIZ;;41.0471495;29.0139863
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ULUPELÝT;OSMANLI;41.085904;29.51501
BARUTHANE-Ý AMÝRE NÖBETÇÝ KULESÝ (KUZEYBATI YÖNÜ);BAKIRKÖY;ATAKÖY 2-5-6. KISIM;OSMANLI;40.979594;28.8582389
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
EMÝR HAÞÝMÝ OSMAN EFENDÝ CAMÝÝ - ÞADIRVAN;BEYOÐLU;KULAKSIZ;OSMANLI;41.0363996;28.9639851
BUKOLEON SARAYI MOZAÝÐÝ;FATÝH;KÜÇÜK AYASOFYA;BÝZANS;41.0023744;28.9755418
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;SULTANTEPE;OSMANLI;41.0292993;29.0241708
MÝMAR SÝNAN KÖPRÜSÜ;SÝLÝVRÝ;PÝRÝ MEHMET PAÞA;OSMANLI;41.0752345;28.2433778
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;TARABYA;OSMANLI;41.0952869;29.0328543
ÝNGÝLTERE ÝSTANBUL BAÞKONSOLOSLUÐU - HÝZMET BÝNASI 1;BEYOÐLU;KAMER HATUN;OSMANLI;41.0334205;28.975324
SIRA DÜKKAN;FATÝH;BEYAZIT;OSMANLI;41.0178761;28.9682914
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
AHÞAP EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
KARGÝR APARTMAN;FATÝH;HOCAPAÞA;OSMANLI;41.0132651;28.9771421
EVLÝCE BABA CAMÝÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0527463;28.9296432
APARTMAN;FATÝH;SÝLÝVRÝKAPI;OSMANLI;40.9999445;28.9257439
APARTMAN + ÝÞYERÝ;BEYOÐLU;ASMALI MESCÝT;;41.0338333;28.9790109
BAYRAM PAÞA KÜLLÝYESÝ SU HAZNESÝ;FATÝH;CERRAHPAÞA;OSMANLI;41.008719;28.9423341
YILDIZ SARAYI - E34 BÜYÜK MABEYN;BEÞÝKTAÞ;YILDIZ;OSMANLI;41.0500208;29.011557
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177011;28.9619616
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;SURURÝ MEHMET EFENDÝ;;41.0371087;28.9725134
DÝREKLERARASI SIRA DÜKKÂN;FATÝH;KALENDERHANE;OSMANLI;41.0124864;28.9592494
NALÇACI HASAN DERGÂHI MESCÝDÝ TEVHÝDHANESÝ;ÜSKÜDAR;ZEYNEP KAMÝL;OSMANLI;41.0165401;29.0200426
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;;41.049433;28.944783
SAHAF MUHÝDDÝN CAMÝÝ, SAHAF MUHÝTTÝN CAMÝÝ;BEYOÐLU;ÝSTÝKLAL;OSMANLI;41.0409541;28.9710582
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0193109;28.9474288
SUNGUR BABA TEKKESÝ - MÜÞTEMÝLAT;BEÞÝKTAÞ;VÝÞNEZADE;OSMANLI;41.0211221;28.9554192
HAMDÝ BEY GEÇÝDÝ ;FATÝH;SURURÝ;OSMANLI;41.014202;28.971738
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
AHÞAP EV;ÇATALCA;YALIKÖY;OSMANLI;41.478;28.2949
AHÞAP EV;ÜSKÜDAR;ALTUNÝZADE;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
KÂRGÝR ÜSTÜ AHÞAP EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
AHÞAP EV;FATÝH;DEMÝRTAÞ;OSMANLI;41.0168639;28.9470422
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;ZÜHTÜPAÞA;OSMANLI;40.9919939;29.0291886
HALÝT AÐA ÇEÞMESÝ ;KADIKÖY;OSMANAÐA;OSMANLI;40.9912184;29.0281956
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HACIMÝMÝ;;41.049433;28.944783
AHÞAP EV;ÜSKÜDAR;ALTUNÝZADE;OSMANLI;41.0338085;29.03165
SEYYÝD HASAN PAÞA KÜLLÝYESÝ - ÇEÞME-SEBÝL;FATÝH;BALABANAÐA;OSMANLI;41.009979;28.9572871
ÝSTÝNAT DUVARI;EYÜPSULTAN;ÝSLAMBEY;;41.0510084;28.9281179
GÖZTEPE TREN ÝSTASYONU;KADIKÖY;GÖZTEPE;OSMANLI;40.979188;29.06263899999999
KÂRGÝR YAPI;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
SEYÝDÝ VÝLAYET TÜRBESÝ - HAZÝRE DUVARI;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.04819800000001;28.93513339999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
RIDVAN PAÞA KÖÞKÜ-SÜS HAVUZU;KADIKÖY;GÖZTEPE;OSMANLI;40.9776309;29.0724414
KARGÝR ÜSTÜ AHÞAP EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
ÇEÞME;BEYKOZ;ANADOLU HÝSARI;;41.085932;29.0707204
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AKSARAY;OSMANLI;41.0139702;28.9701897
BAHÇELÝ KARGÝR EV;BEYKOZ;ANADOLU HÝSARI;OSMANLI;41.0651834;29.0813091
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;FERÝKÖY;OSMANLI;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;OSMANLI;41.049433;28.944783
KALINTI;TUZLA;CAMÝ;BÝZANS;40.8176579;29.3119662
AHÞAP EV;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0588715;28.9948144
EDESS APARTMANI;BEYOÐLU;KOCATEPE;CUMHURÝYET;41.0317098;28.9843848
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;OSMANLI;41.0047076;28.96814719999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
AHÞAP EV;BAKIRKÖY;SAKIZAÐACI;;40.993513;28.784624
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
FATÝH KÜLLÝYESÝ - MEZAR YAPISI;FATÝH;ALÝ KUÞÇU;;41.0196532;28.9499187
MEHMET ÞEMSETTÝN EFENDÝ TEKKESÝ - KUYU;FATÝH;HIRKA-Ý ÞERÝF;OSMANLI;41.0319759;28.9763054
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;SURURÝ MEHMET EFENDÝ;;41.0371087;28.9725134
KÂRGÝR APARTMAN;FATÝH;MÝMAR HAYRETTÝN;OSMANLI;41.0074242;28.9666918
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
EV;BEYKOZ;GÖKSU;OSMANLI;41.077435;29.0721748
KARGÝR APARTMAN;FATÝH;HOCAPAÞA;OSMANLI;41.0132651;28.9771421
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
AHÞAP EV;TUZLA;CAMÝ;OSMANLI;40.8982305;29.3598782
YILDIZ SARAYI - E64 KUÞLUK KÖÞKÜ;BEÞÝKTAÞ;YILDIZ;OSMANLI;41.0500208;29.011557
KÂRGÝR APARTMAN VE DÜKKÂN;BEYOÐLU;FÝRUZAÐA;OSMANLI;41.0304704;28.9808817
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
KAGÝR ÝKÝZ APARTMAN;KADIKÖY;CAFERAÐA;CUMHURÝYET;40.9837196;29.0256257
SULTANAHMET KÜLLÝYESÝ - ÝMARET KÝLERÝ;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0035107;28.9725134
KALINTI;FATÝH;ZEYREK;OSMANLI;41.0195642;28.9549323
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;TEÞVÝKÝYE;CUMHURÝYET;41.05151499999999;28.9986363
YALI;ÜSKÜDAR;KANDÝLLÝ;CUMHURÝYET;41.0413924;29.0702969
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;CAFERAÐA;OSMANLI;40.9919939;29.0291886
;ATAÞEHÝR;ÝÇERENKÖY;;40.9720916;29.1099855
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KANDÝLLÝ;OSMANLI;41.066756;29.06053889999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÝSTÝKLAL;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
BAYTAR MEKTEBÝ MÜÞTEMÝLATLARI - D YAPISI;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
KARGÝR ÜSTÜ AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
SARNIÇ;ADALAR;HEYBELÝADA;;40.8812882;29.0666071
EMÝR EFENDÝ MEZARLIÐI;BEYOÐLU;KULAKSIZ;OSMANLI;41.0363956;28.9642235
KALVOKORESÝS KÖÞKÜ;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;OSMANLI;41.049433;28.944783
AHÞAP DÜKKÂN ;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;KURUÇEÞME;OSMANLI;41.0616299;29.0329
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
ATÝK DUVAR;BEÞÝKTAÞ;MECÝDÝYE;CUMHURÝYET;41.0509393;29.021261
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KISIKLI;OSMANLI;41.0257598;29.0707204
YOLCU SALONU;BEYOÐLU;KEMANKEÞ KARAMUSTAFAPAÞA;CUMHURÝYET;41.0231085;28.9777066
AHÞAP EV;BEYKOZ;KANLICA;OSMANLI;41.0850841;29.0066473
NUR-U OSMANÝYE KÜLLÝYESÝ - YANGIN HAVUZU;FATÝH;MOLLA FENARÝ;OSMANLI;41.004268;28.977016
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HACIAHMET;;41.049433;28.944783
DÜKKÂN;FATÝH;SARIDEMÝR;OSMANLI;41.0178761;28.9682914
AHÞAP EV;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;PÜRTELAÞ HASAN EFENDÝ;OSMANLI;41.0304014;28.9885218
SOKAK DOKUSU VE GENÝÞLÝÐÝ ÝLE KORUNACAK PARSEL;ÞÝLE;HACI KASIM;;41.176816;29.6105072
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;;41.0139702;28.9701897
HASKÖY TERSANESÝ- M YAPISI;BEYOÐLU;PÝRÝPAÞA;OSMANLI;41.0442507;28.9506812
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;ACIBADEM;;41.0010389;29.029593
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0521292;28.9665703
ÇÝFTE NÖBETÇÝLER ÞEHÝTLÝÐÝ;ÇATALCA;ÖRCÜNLÜ;;41.2245;28.5237
SU HAZNESÝ;FATÝH;BEYAZIT;OSMANLI;41.0105113;28.9670557
VERDÝNAZ KADIN ÇEÞMESÝ;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.04568;28.96784
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALEMDAR;OSMANLI;41.0139702;28.9701897
VANLI HACI NECÝB BEY ÇEÞMESÝ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0212792;28.9490491
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;YAYLALI;OSMANLI;41.0934;29.6731
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
KARA SURLARI, ANA SUR, T43-T44 BEDEN DUVARI;FATÝH;MEVLANAKAPI;ROMA;41.0170473;28.9252063
AHÞAP KONAK;KADIKÖY;19 MAYIS;OSMANLI;40.9657391;29.0906633
KAGÝR EV;ÇATALCA;FATÝH;;41.4913801;28.1664801
TONOZLU DÜKKÂN;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0178761;28.9682914
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
AHÞAP EV;BAKIRKÖY;YEÞÝLKÖY;;40.993513;28.784624
SN.ANTUAN KÝLÝSESÝ APARTMANI;BEYOÐLU;TOMTOM;OSMANLI;41.0323076;28.9771334
MANÝSALI MEHMET PAÞA CAMÝÝ;FATÝH;ZEYREK;OSMANLI;41.018102;28.9535951
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KARACAKÖY;OSMANLI;41.1524;29.7687
AHÞAP EV;BAKIRKÖY;YEÞÝLKÖY;;40.993513;28.784624
APARTMAN;BEYOÐLU;EVLÝYA ÇELEBÝ;CUMHURÝYET;41.0325234;28.9766294
HACI ÝSA KABRÝ;FATÝH;AYVANSARAY;OSMANLI;41.0328513;28.9440466
MÜHÜRDARZADE HANI;FATÝH;HOBYAR;;41.0146994;28.9739688
PORTAKALYAN YALISI;SARIYER;BÜYÜKDERE;OSMANLI;41.1654554;29.0551134
EMÝR HAÞÝMÝ OSMAN EFENDÝ CAMÝÝ;BEYOÐLU;KULAKSIZ;OSMANLI;41.0363996;28.9639851
KALINTI;KADIKÖY;CAFERAÐA;;40.9837196;29.0256257
SIRA DÜKKANLAR;FATÝH;MERCAN;;41.01271699999999;28.966959
AHÞAP EV;FATÝH;KALENDERHANE;OSMANLI;41.0588715;28.9948144
BAHÇELÝ AHÞAP EV;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0338085;29.03165
KÖÞK - MÜÞTEMÝLAT;KADIKÖY;ZÜHTÜPAÞA;OSMANLI;40.9884079;29.0427312
AHÞAP EV;ÞÝLE;ALACALI;OSMANLI;41.18369999999999;29.45649999999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;HASEKÝ SULTAN;OSMANLI;41.009966;28.9404917
BALÝ PAÞA CAMÝÝ TUVALETÝ;FATÝH;AKÞEMSETTÝN;OSMANLI;41.019081;28.943879
AHÞAP EV;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0338085;29.03165
TREN ÝSTASYONU YAPILARI YOÐURTHANE;BAÞAKÞEHÝR;BAHÇEÞEHÝR 1. KISIM;OSMANLI;41.0630402;28.6995637
KAPIAÐASI MUSTAFA AÐA ÇEÞMESÝ;EYÜPSULTAN;MERKEZ;OSMANLI;41.048852;28.9313577
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;MERKEZ;CUMHURÝYET;41.0521292;28.9665703
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
KARGÝR ODASI OLAN DÜKKAN;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;SARAÇ ÝSHAK;OSMANLI;41.0070632;28.9637809
KÂRGÝR EV;FATÝH;BALAT;OSMANLI;41.0292106;28.9484978
SARI BEYAZIT CAMÝÝ ;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177778;28.9608333
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÝCADÝYE;OSMANLI;41.027345;29.0325688
ÇEÞME;BÜYÜKÇEKMECE;CELALÝYE;OSMANLI;41.0304546;28.453819
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;;41.049433;28.944783
KUYU;ÜSKÜDAR;KANDÝLLÝ;OSMANLI;41.032634;29.0772608
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0228524;29.0118038
KEÇECÝZADE FUAT PAÞA CAMÝÝ - KAPI;FATÝH;BÝNBÝRDÝREK;OSMANLI;41.0066411;28.9727188
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
KAPIAÐASI YAKUP MEKTEBÝ, KÜTÜPHANESÝ, HAZÝRESÝ, ÇEÞMESÝ - HAZÝRE;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.0330618;29.0304911
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;BOZKURT;CUMHURÝYET;41.0521292;28.9665703
AHÞAP EV;ADALAR;NÝZAM;OSMANLI;40.8653698;29.1165628
ÇEÞME;BÜYÜKÇEKMECE;MÝMAR SÝNAN;OSMANLI;41.022807;28.5764736
KÂRGÝR YAPI;BEYOÐLU;ÞAHKULU;OSMANLI;41.0274432;28.9739688
KAYIP SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;OSMANLI;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÇAVUÞ;OSMANLI;41.1728807;29.6122329
DEMÝRTAÞ HAN;FATÝH;DEMÝRTAÞ;OSMANLI;41.017498;28.9676531
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
EMÝRLER KÖYÜ ESKÝ MEZARLIÐI;PENDÝK;EMÝRLÝ;;40.9910408;29.3424575
AKBANK GENEL MÜDÜRLÜK BÝNASI;BEYOÐLU;ÖMER AVNÝ;CUMHURÝYET;41.084925;29.010169
TAÞ AMBARLAR;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
ÞAHKULU SULTAN TEKKESÝ - MEYDAN EVÝ;KADIKÖY;MERDÝVENKÖY;OSMANLI;40.9893945;29.0748558
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;BUCAKLI;OSMANLI;41.117317;29.890192
MESADET HAN;FATÝH;RÜSTEMPAÞA;OSMANLI;41.014906;28.9709471
BAYRAMPAÞA MEDRESESÝ - SIRA DÜKKÂN;FATÝH;HASEKÝ SULTAN;OSMANLI;41.00892;28.9424912
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0556338;28.9310833
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;MECÝDÝYE;CUMHURÝYET;41.0509393;29.021261
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KANDÝLLÝ;OSMANLI;41.066756;29.06053889999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;CUMHURÝYET;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇATMA MESCÝT;OSMANLI;41.049433;28.944783
NEMLÝZADE TÜTÜN DEPOSU;ÜSKÜDAR;SULTANTEPE;CUMHURÝYET;41.0269965;28.9782328
BEDRÝ RAHMÝ EYÜBOÐLU DUVAR MOZAÝÐÝ;BEÞÝKTAÞ;KONAKLAR;CUMHURÝYET;41.0934402;29.0139863
ÞÝLE FENERÝ;ÞÝLE;BALÝBEY;OSMANLI;41.1777701;29.6162226
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
BARUTHANE-Ý AMÝRE NÖBETÇÝ KULESÝ (GÜNEYBATI YÖNÜ);BAKIRKÖY;ATAKÖY 2-5-6. KISIM;OSMANLI;40.979594;28.8582389
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;TAHTAKALE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
ÇEÞME KALINTISI VE DUVAR;EYÜPSULTAN;MERKEZ;OSMANLI;41.05404720000001;28.933941
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
ÝSALE HATTI KALINTISI;BEÞÝKTAÞ;YILDIZ;;41.0471495;29.0139863
KÂRGÝR EV;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0136361;28.9630532
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;GÖKMAÞLI;OSMANLI;41.0969;29.806
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;;41.049433;28.944783
ÖRCÜNLÜ ÇAKMAK HATTI YILDIZ TABYASI;ÇATALCA;ÖRCÜNLÜ;CUMHURÝYET;41.2245;28.5237
ÝSTÝNAT DUVARLARI;BEÞÝKTAÞ;BEBEK;OSMANLI;41.0777437;29.0416286
AHÞAP KONAK;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0255602;29.01998519999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;MALTEPE;YALI;;40.9282495;29.1254922
KAGÝR EV;BEYKOZ;ANADOLUFENERÝ;OSMANLI;41.1962258;29.1695245
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;BEBEK;OSMANLI;41.068616;29.0285355
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
Marmara Surlarý, 92. kule;FATÝH;KOCA MUSTAFAPAÞA;ROMA;41.0314994;28.9362899
ÝSTANBUL KARA SURLARI, BLAKHERNA BÖLGESÝ, KULE 9-10 ARASI DUVAR;FATÝH;AYVANSARAY;BÝZANS;41.03543930000001;28.9426752
TAÞ AMBARLAR;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;;41.1635035;29.0450624
ÝSMET EFENDÝ TEKKESÝ -DERGAH;FATÝH;BALAT;OSMANLI;41.02833330000001;28.9491667
AHÞAP BÝNA;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0136361;28.9630532
TINGIR'IN EVÝ-SERDAP;SARIYER;YENÝKÖY;OSMANLI;41.122266;29.06053889999999
AYA TRIADA RUM ORTODOKS KÝLÝSESÝ;KADIKÖY;CAFERAÐA;OSMANLI;40.9861839;29.0276963
